id,qid1,qid2,question1,question2,is_duplicate,qID_Q1,part_of_speech_counter_Q1,number_of_numbers_Q1,number_of_words_Q1,length_of_longest_word_Q1,word2vec_mean_of_question_Q1,counter_question_words_Q1,th3_biggest_tfidf_Q1,qID_Q2,part_of_speech_counter_Q2,number_of_numbers_Q2,number_of_words_Q2,length_of_longest_word_Q2,word2vec_mean_of_question_Q2,counter_question_words_Q2,th3_biggest_tfidf_Q2,diff_between_number_of_words,diff_between_number_of_numbers,diff_between_length_of_longest_word,diff_between_counter_question_words,similarity_between_word2vec_mean_of_question,sum_diff_part_of_speech_counter,number_of_common_words,number_of_common_words_without_stopwords,both_containing_parenthesis
911,1817,1818,"How do you form a hypothesis, since you haven't done any testing and don't have any test results yet?",Why do people who have done master's degrees in any field advise you not to do a master's?,0,1817,"Counter({'VB': 3, 'DT': 3, 'NN': 3, 'RB': 3, 'PRP': 2, 'VBP': 2, 'WRB': 1, ',': 1, 'IN': 1, 'VBN': 1, 'CC': 1, 'NNS': 1, '.': 1})",0,20,10,do,1,"{'hypothesis': 8.595638629866983, 'results': 7.6793478979928285, 'testing': 7.902491449307038}",1818,"Counter({'NN': 4, 'VBP': 2, 'NNS': 2, 'POS': 2, 'DT': 2, 'WRB': 1, 'WP': 1, 'VBN': 1, 'IN': 1, 'PRP': 1, 'RB': 1, 'TO': 1, 'VB': 1, '.': 1})",0,18,8,do,2,"{'advise': 7.902491449307038, 'degrees': 8.595638629866983, ""master's"": 16.380347043517638}",2,0,2,1,1.0,10,6,1,0
912,1819,1820,What are the consequences of trolling?,What are some consequences of blackouts?,0,1819,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'NNS': 1, 'IN': 1, 'VBG': 1, '.': 1})",0,6,12,trolling,1,"{'?': 1.0007542426504639, 'consequences': 8.190173521758819, 'trolling': 8.595638629866983}",1820,"Counter({'NNS': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'IN': 1, '.': 1})",0,6,12,blackouts,1,"{'?': 1.0007542426504639, 'blackouts': 8.595638629866983, 'consequences': 8.190173521758819}",0,0,0,0,0.009947486221790314,2,4,2,0
913,1821,1822,"I am frightened of Arvind kejriwal, he may kill me, What shall I do?",What is the risk of selling bitcoin and accepting credit card payment?,0,1821,"Counter({'NN': 3, 'VB': 3, ',': 2, 'PRP': 2, 'MD': 2, 'VBP': 1, 'VBN': 1, 'IN': 1, 'WP': 1, '.': 1})",0,16,10,I,1,"{'frightened': 8.595638629866983, 'kill': 7.902491449307038, 'shall': 8.595638629866983}",1822,"Counter({'NN': 5, 'VBG': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'IN': 1, 'CC': 1, '.': 1})",0,12,9,payment,1,"{'accepting': 8.595638629866983, 'bitcoin': 7.902491449307038, 'risk': 8.190173521758819}",4,0,1,0,0.028634633868932724,13,2,1,0
914,1823,1824,What disadvantages do Apple computers/laptops have over other brands?,Why do so many people in the US have an Apple-branded phone or laptop?,0,1823,"Counter({'VBP': 2, 'NNS': 2, 'WP': 1, 'VBZ': 1, 'NN': 1, 'IN': 1, 'JJ': 1, '.': 1})",0,11,13,gizmos_aplenty,1,"{'brands': 8.595638629866983, 'computers': 8.190173521758819, 'laptops': 7.902491449307038}",1824,"Counter({'VBP': 2, 'JJ': 2, 'DT': 2, 'WRB': 1, 'RB': 1, 'NNS': 1, 'IN': 1, 'PRP': 1, 'NN': 1, 'CC': 1, 'VB': 1, '.': 1})",0,14,13,so,1,"{'apple-branded': 8.595638629866983, 'laptop': 6.398414052530764, 'phone': 5.677867897782704}",3,0,0,0,0.3225083351135254,4,2,0,0
915,1825,1826,What is the first moment you remember in your Life?,What is the very first thing you remember in your life?,1,1825,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'PRP': 1, 'VBP': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,10,8,you,1,"{'life': 4.89433665575449, 'moment': 7.497026341198874, 'remember': 6.890890537628558}",1826,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'RB': 1, 'JJ': 1, 'PRP': 1, 'VBP': 1, 'IN': 1, 'PRP$': 1, '.': 1})",0,11,8,you,1,"{'life': 4.89433665575449, 'remember': 6.890890537628558, 'thing': 5.823049907627202}",1,0,0,0,1.0,0,8,3,0
916,1827,1828,What can I do after completing BDS?,What can we do after completing BDs?,1,1827,"Counter({'WP': 1, 'MD': 1, 'VB': 1, 'VBP': 1, 'IN': 1, 'VBG': 1, 'NN': 1, '.': 1})",0,7,10,do,1,"{'?': 1.0007542426504639, 'bds': 8.190173521758819, 'completing': 7.6793478979928285}",1828,"Counter({'WP': 1, 'MD': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'VBG': 1, 'NN': 1, '.': 1})",0,7,10,do,1,"{'?': 1.0007542426504639, 'bds': 8.190173521758819, 'completing': 7.6793478979928285}",0,0,0,0,1.0,1,5,2,0
917,1829,1830,Does all Muslims hate Narendra Modi?,Why Muslims hate Modi government?,1,1829,"Counter({'NNS': 3, 'VBZ': 1, 'DT': 1, 'VBP': 1, '.': 1})",0,6,8,muslims,0,"{'hate': 6.344346831260488, 'muslims': 7.091561233090709, 'narendra': 6.803879160638928}",1830,"Counter({'WRB': 1, 'NNS': 1, 'VBP': 1, 'JJ': 1, 'NN': 1, '.': 1})",0,5,10,muslims,1,"{'hate': 6.344346831260488, 'modi': 6.2442633727035055, 'muslims': 7.091561233090709}",1,0,2,1,1.0,4,2,2,0
918,1831,1832,I'm 18. What should I do?,What can I do when I'm 18?,1,1831,"Counter({'VB': 2, 'NN': 1, 'VBP': 1, 'CD': 1, 'WP': 1, 'MD': 1, '.': 1})",0,7,6,do,1,"{'.': 3.895158264074567, '18': 7.902491449307038, ""i'm"": 6.030689272405446}",1832,"Counter({'VB': 2, 'VBP': 2, 'WP': 1, 'MD': 1, 'WRB': 1, 'CD': 1, '.': 1})",0,7,4,do,2,"{'18': 7.902491449307038, '?': 1.0007542426504639, ""i'm"": 6.030689272405446}",0,0,2,1,1.0,2,3,3,0
919,1833,1834,What are some really good and famous romantic comedy movies?,What are the best romantic comedy movies?,1,1833,"Counter({'JJ': 3, 'WDT': 1, 'VBP': 1, 'DT': 1, 'RB': 1, 'CC': 1, 'NN': 1, 'NNS': 1, '.': 1})",0,10,8,Chick_flicks,1,"{'comedy': 7.6793478979928285, 'famous': 7.497026341198874, 'romantic': 7.6793478979928285}",1834,"Counter({'WDT': 1, 'VBP': 1, 'DT': 1, 'JJS': 1, 'JJ': 1, 'NN': 1, 'NNS': 1, '.': 1})",0,7,8,Chick_flicks,1,"{'comedy': 7.6793478979928285, 'movies': 5.887588428764773, 'romantic': 7.6793478979928285}",3,0,0,0,0.9999999403953552,4,5,4,0
920,1835,1836,How realistic is it to get a second bachelors degree in Math as an international student holding a first bachelors degree in Accounnting?,A baby lion raised domestic to the age of 4 ( human years) can survive if he would be released in the wild?,0,1835,"Counter({'JJ': 4, 'DT': 3, 'IN': 3, 'NN': 3, 'NNS': 2, 'VBP': 2, 'WRB': 1, 'VBZ': 1, 'PRP': 1, 'TO': 1, 'VB': 1, 'VBG': 1, '.': 1})",0,23,13,degree,1,"{'accounnting': 8.595638629866983, 'bachelors': 16.380347043517638, 'degree': 13.972401434865766}",1836,"Counter({'NN': 4, 'DT': 3, 'IN': 3, 'VBN': 2, 'JJ': 2, 'MD': 2, 'VB': 2, 'TO': 1, 'CD': 1, '(': 1, 'NNS': 1, ')': 1, 'PRP': 1, '.': 1})",1,24,8,%_#F########_9v.jsn,0,"{'domestic': 8.595638629866983, 'lion': 8.595638629866983, 'wild': 8.595638629866983}",1,1,5,1,0.22073310613632202,10,2,0,0
921,1837,1838,How is it possible to believe in the Old Testament in which there is just one God and at the same time believe in Trinity?,Searching practical application of 6 bit adc?,0,1837,"Counter({'IN': 4, 'NN': 4, 'JJ': 3, 'VBZ': 2, 'DT': 2, 'WRB': 1, 'PRP': 1, 'TO': 1, 'VB': 1, 'WDT': 1, 'EX': 1, 'RB': 1, 'CD': 1, 'CC': 1, 'VBP': 1, '.': 1})",0,25,9,just,2,"{'believe': 13.781781075257117, 'testament': 8.595638629866983, 'trinity': 8.595638629866983}",1838,"Counter({'NN': 2, 'VBG': 1, 'JJ': 1, 'IN': 1, 'CD': 1, 'NNS': 1, '.': 1})",1,7,11,iPad_myAgent_IDX,0,"{'adc': 8.595638629866983, 'practical': 8.190173521758819, 'searching': 8.595638629866983}",18,1,2,2,0.25210344791412354,20,0,0,0
922,1839,1840,How should I start meditating?,"How should I start meditating, and when?",1,1839,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'VBG': 1, '.': 1})",0,5,10,meditating,1,"{'?': 1.0007542426504639, 'meditating': 8.190173521758819, 'start': 5.211248366521209}",1840,"Counter({'WRB': 2, 'NN': 2, 'MD': 1, 'VB': 1, ',': 1, 'CC': 1, '.': 1})",0,8,10,actually,2,"{',': 3.3200782504415627, 'meditating': 8.190173521758819, 'start': 5.211248366521209}",3,0,0,1,0.16905257105827332,3,4,3,0
923,1841,1842,Can an infinite amount of dark or vacuum or gravitational energy be created with expansion?,"Is the potential energy of vacuum energy, virtual particles and/or dark energy infinite? NO MERGE",1,1841,"Counter({'NN': 5, 'JJ': 2, 'IN': 2, 'CC': 2, 'MD': 1, 'DT': 1, 'VB': 1, 'VBN': 1, '.': 1})",0,15,13,electromagnetic_flux,0,"{'expansion': 8.190173521758819, 'gravitational': 8.190173521758819, 'vacuum': 8.190173521758819}",1842,"Counter({'NN': 6, 'JJ': 3, 'DT': 2, 'VBZ': 1, 'IN': 1, ',': 1, 'NNS': 1, 'VBP': 1, '.': 1})",0,18,9,energy,0,"{'energy': 20.411637481916785, 'merge': 8.595638629866983, 'particles': 8.190173521758819, 'vacuum': 8.190173521758819, 'virtual': 8.190173521758819}",3,0,4,0,0.3394746780395508,9,4,3,0
924,1843,1844,Is Bihar really developing under mahagathbandhan sarkar?,Is Bihar developing under the leadership of Chief Minister Nitish Kumar?,0,1843,"Counter({'NN': 2, 'VBZ': 1, 'VBN': 1, 'RB': 1, 'VBG': 1, 'IN': 1, '.': 1})",0,7,15,bihar,0,"{'bihar': 7.902491449307038, 'mahagathbandhan': 8.595638629866983, 'sarkar': 8.595638629866983}",1844,"Counter({'JJ': 3, 'NN': 3, 'IN': 2, 'VBZ': 1, 'VBG': 1, 'DT': 1, '.': 1})",0,11,10,Meghalaya_CM,0,"{'kumar': 8.595638629866983, 'leadership': 8.190173521758819, 'minister': 8.190173521758819, 'nitish': 8.595638629866983}",4,0,5,0,0.5020147562026978,4,4,3,0
925,1845,1846,How can homeopathic medicine not have side-effects?,What are the side effects of homeopathic medicines?,0,1845,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'NN': 1, 'RB': 1, 'NNS': 1, '.': 1})",0,7,12,homeopathic,1,"{'homeopathic': 8.190173521758819, 'medicine': 7.3428756613716155, 'side-effects': 8.595638629866983}",1846,"Counter({'JJ': 2, 'NNS': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'IN': 1, '.': 1})",0,8,11,medicines,1,"{'effects': 7.091561233090709, 'homeopathic': 8.190173521758819, 'medicines': 7.902491449307038}",1,0,1,0,0.47438108921051025,7,1,1,0
926,1847,1848,How do you determine what's a good investment brokerage and what's not?,Which is best music player under 5000 inr?,0,1847,"Counter({'VB': 2, 'WP': 2, 'VBZ': 2, 'NN': 2, 'WRB': 1, 'PRP': 1, 'DT': 1, 'JJ': 1, 'CC': 1, 'RB': 1, '.': 1})",0,12,10,what's,1,"{'brokerage': 8.190173521758819, 'determine': 8.190173521758819, ""what's"": 10.138556210501644}",1848,"Counter({'NN': 3, 'WDT': 1, 'VBZ': 1, 'RBS': 1, 'IN': 1, 'CD': 1, '.': 1})",1,8,6,player,1,"{'5000': 8.190173521758819, 'inr': 7.497026341198874, 'player': 7.497026341198874}",4,1,4,0,-0.0035434504970908165,12,0,0,0
927,1849,1850,What is the scope of supply chain management in India?,"What is the future scope for procurement, logistics, operations and supply chain management?",0,1849,"Counter({'NN': 5, 'IN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, '.': 1})",0,10,10,BY_ANDY_THOMPSON,1,"{'chain': 8.190173521758819, 'scope': 7.497026341198874, 'supply': 7.6793478979928285}",1850,"Counter({'NN': 5, ',': 2, 'NNS': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'IN': 1, 'CC': 1, '.': 1})",0,15,11,logistics,1,"{'chain': 8.190173521758819, 'logistics': 8.595638629866983, 'operations': 8.190173521758819, 'procurement': 8.595638629866983}",5,0,1,0,0.23227231204509735,1,6,4,0
928,1851,1852,Are the number of pistons equal to number of number of cylinders?,How do I join WikiLeaks?,0,1851,"Counter({'NN': 3, 'IN': 3, 'NNS': 2, 'VBP': 1, 'DT': 1, 'JJ': 1, 'TO': 1, '.': 1})",0,12,9,number,0,"{'cylinders': 8.595638629866983, 'number': 17.9788468332678, 'pistons': 8.595638629866983}",1852,"Counter({'VB': 2, 'WRB': 1, 'VBP': 1, 'NNS': 1, '.': 1})",0,5,9,wikileaks,1,"{'?': 1.0007542426504639, 'join': 6.890890537628558, 'wikileaks': 8.595638629866983}",7,0,0,1,0.03808334469795227,10,0,0,0
929,1853,1854,Should you post picture on social media?,Should you post pictures on social media?,1,1853,"Counter({'MD': 1, 'PRP': 1, 'VB': 1, 'NN': 1, 'IN': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,7,7,www.lvrj.com_columnists,0,"{'media': 7.091561233090709, 'picture': 7.497026341198874, 'social': 7.091561233090709}",1854,"Counter({'NNS': 2, 'MD': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'JJ': 1, '.': 1})",0,7,8,www.lvrj.com_columnists,0,"{'media': 7.091561233090709, 'pictures': 7.209344268747093, 'social': 7.091561233090709}",0,0,1,0,1.0,2,6,4,0
930,1855,1856,Can we control our actions in a dream?,Can we control our dreams? Can we dream what we wanna dream about?,1,1855,"Counter({'MD': 1, 'PRP': 1, 'VB': 1, 'PRP$': 1, 'NNS': 1, 'IN': 1, 'DT': 1, 'NN': 1, '.': 1})",0,8,7,we,0,"{'actions': 8.595638629866983, 'control': 7.3428756613716155, 'dream': 6.803879160638928}",1856,"Counter({'PRP': 3, 'MD': 2, 'VB': 2, '.': 2, 'PRP$': 1, 'NNS': 1, 'WP': 1, 'VBP': 1, 'JJ': 1, 'NN': 1, 'IN': 1})",0,14,7,we,1,"{'control': 7.3428756613716155, 'dream': 13.607758321277856, 'wanna': 8.595638629866983}",6,0,0,1,1.0,6,4,2,0
931,1857,1858,How did you managed long distance relationship?,How can long distance relationships be successful?,0,1857,"Counter({'VBD': 2, 'NN': 2, 'WRB': 1, 'PRP': 1, 'JJ': 1, '.': 1})",0,7,12,how,1,"{'distance': 7.497026341198874, 'managed': 8.595638629866983, 'relationship': 6.723836452965392}",1858,"Counter({'VB': 2, 'WRB': 1, 'MD': 1, 'NN': 1, 'NNS': 1, 'JJ': 1, '.': 1})",0,7,13,long,1,"{'distance': 7.497026341198874, 'relationships': 7.902491449307038, 'successful': 7.091561233090709}",0,0,1,0,0.26798856258392334,4,3,3,0
932,1859,1860,What are the chances that I could just ask a rich person for a million dollars and actually have them give it to me?,I'm 26 and just hit 4 million dollars. I'm shooting for 40 by 35. Am I wrong thinking that living in the most expensive area of the country will give me better opportunities?,0,1859,"Counter({'DT': 3, 'VB': 3, 'PRP': 3, 'NNS': 2, 'IN': 2, 'NN': 2, 'RB': 2, 'WDT': 1, 'VBP': 1, 'MD': 1, 'JJ': 1, 'CD': 1, 'CC': 1, 'TO': 1, '.': 1})",0,24,8,just,1,"{'dollars': 7.209344268747093, 'million': 7.3428756613716155, 'rich': 7.902491449307038}",1860,"Counter({'NN': 6, 'CD': 5, 'IN': 5, 'VBP': 3, 'JJ': 3, 'VB': 2, 'NNS': 2, '.': 2, 'DT': 2, 'CC': 1, 'RB': 1, 'VBG': 1, 'RBS': 1, 'MD': 1, 'PRP': 1, 'JJR': 1})",3,35,13,just,0,"{'35': 8.595638629866983, ""i'm"": 12.061378544810893, 'shooting': 8.595638629866983}",11,3,5,1,1.0,23,8,3,0
933,1861,1862,What happened to Hong Kong movies and TV drama? Why did they decline so much?,Will British citizens be allowed to move to the EU and live there after Brexit happens?,0,1861,"Counter({'VBD': 2, 'VB': 2, 'JJ': 2, 'NN': 2, '.': 2, 'WP': 1, 'TO': 1, 'NNS': 1, 'CC': 1, 'WRB': 1, 'PRP': 1, 'RB': 1})",0,16,8,why_Mee_hiccuped,2,"{'decline': 8.190173521758819, 'drama': 8.595638629866983, 'hong': 8.190173521758819, 'kong': 8.190173521758819}",1862,"Counter({'VB': 3, 'NNS': 2, 'TO': 2, 'NN': 2, 'MD': 1, 'VBN': 1, 'DT': 1, 'CC': 1, 'VBP': 1, 'RB': 1, 'IN': 1, '.': 1})",0,16,8,June_Ribard,0,"{'allowed': 7.902491449307038, 'brexit': 7.497026341198874, 'citizens': 7.6793478979928285}",0,0,0,2,0.6702257394790649,11,2,0,0
934,1863,1864,Did Trump win the election?,Does Donald Trump have any chance of winning the forthcoming election?,1,1863,"Counter({'VB': 2, 'VBD': 1, 'DT': 1, 'NN': 1, '.': 1})",0,5,8,win,0,"{'election': 6.153291594497779, 'trump': 5.2998017638626544, 'win': 5.9929489444226}",1864,"Counter({'DT': 2, 'NN': 2, 'VBZ': 1, 'VB': 1, 'NNS': 1, 'VBP': 1, 'IN': 1, 'VBG': 1, 'JJ': 1, '.': 1})",0,11,11,do,0,"{'chance': 7.091561233090709, 'forthcoming': 8.595638629866983, 'winning': 7.902491449307038}",6,0,3,0,0.2456943392753601,4,3,2,0
1081,1863,2156,Did Trump win the election?,What do you think of Trump winning the elections?,0,1863,"Counter({'VB': 2, 'VBD': 1, 'DT': 1, 'NN': 1, '.': 1})",0,5,8,win,0,"{'election': 6.153291594497779, 'trump': 5.2998017638626544, 'win': 5.9929489444226}",2156,"Counter({'WP': 1, 'VBP': 1, 'PRP': 1, 'VB': 1, 'IN': 1, 'NN': 1, 'VBG': 1, 'DT': 1, 'NNS': 1, '.': 1})",0,9,9,do,1,"{'elections': 7.902491449307038, 'trump': 5.2998017638626544, 'winning': 7.902491449307038}",4,0,1,1,0.2456943392753601,2,2,1,0
935,1865,1866,What are the best wallpaper apps for iPhones?,What's the best iPhone wallpaper?,0,1865,"Counter({'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJS': 1, 'IN': 1, 'NNS': 1, '.': 1})",0,8,9,iphones,1,"{'apps': 6.890890537628558, 'iphones': 8.190173521758819, 'wallpaper': 8.190173521758819}",1866,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'DT': 1, 'JJS': 1, '.': 1})",0,5,9,iphone,0,"{'iphone': 6.344346831260488, 'wallpaper': 8.190173521758819, ""what's"": 5.069278105250822}",3,0,0,1,0.7034245133399963,4,2,1,0
936,1867,1868,"How do I deactivate the app ""App Lock""?",How do I recover the photos in app lock vault in an Android mobile?,0,1867,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, '``': 1, 'JJ': 1, ""''"": 1, '.': 1})",0,10,10,app,1,"{'""': 9.555852607820157, 'app': 11.842979960880909, 'deactivate': 7.902491449307038, 'lock': 7.902491449307038}",1868,"Counter({'NN': 5, 'VB': 2, 'DT': 2, 'IN': 2, 'WRB': 1, 'VBP': 1, 'JJ': 1, '.': 1})",0,14,7,geotag_photos,1,"{'lock': 7.902491449307038, 'photos': 7.497026341198874, 'vault': 8.595638629866983}",4,0,3,0,0.5365740060806274,6,5,3,0
937,1869,1870,In what format should I send book for printing?,Online test centers business?,0,1869,"Counter({'NN': 3, 'IN': 2, 'VB': 2, 'WP': 1, 'MD': 1, '.': 1})",0,9,8,ii_uncoated_woodfree,1,"{'format': 8.595638629866983, 'printing': 7.497026341198874, 'send': 6.5807356093247185}",1870,"Counter({'NN': 2, 'JJ': 1, 'NNS': 1, '.': 1})",0,4,8,online,0,"{'business': 6.293053536872938, 'centers': 8.190173521758819, 'test': 6.64972848081167}",5,0,0,1,0.2839692234992981,7,0,0,0
938,1871,1872,Why does the caste system still exist in India?,Why does the caste system exist in India even after 7 decades of Independence?,1,1871,"Counter({'NN': 3, 'WRB': 1, 'VBZ': 1, 'DT': 1, 'RB': 1, 'VBP': 1, 'IN': 1, '.': 1})",0,9,6,caste,1,"{'caste': 7.3428756613716155, 'exist': 6.723836452965392, 'india': 4.376130924690877}",1872,"Counter({'NN': 4, 'IN': 3, 'WRB': 1, 'VBZ': 1, 'DT': 1, 'VBP': 1, 'RB': 1, 'CD': 1, 'NNS': 1, '.': 1})",1,14,12,By_Elise_Viebeck,1,"{'caste': 7.3428756613716155, 'decades': 8.595638629866983, 'independence': 8.595638629866983}",5,1,6,0,0.32146209478378296,3,7,4,0
939,1873,1874,How do I get a boyfriend for age 13?,How can I get a boyfriend at age 13?,1,1873,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'VBP': 1, 'DT': 1, 'IN': 1, 'CD': 1, '.': 1})",0,9,9,do,1,"{'13': 7.3428756613716155, 'age': 6.64972848081167, 'boyfriend': 6.803879160638928}",1874,"Counter({'VB': 2, 'NN': 2, 'WRB': 1, 'MD': 1, 'DT': 1, 'IN': 1, 'CD': 1, '.': 1})",0,9,9,Sorry_ma'am,1,"{'13': 7.3428756613716155, 'age': 6.64972848081167, 'boyfriend': 6.803879160638928}",0,0,0,0,0.5295019745826721,1,7,6,0
940,1875,1876,What is rank at 550 marks in NEET 2016?,What will be my rank in NEET 2016 if my marks is 391?,0,1875,"Counter({'NN': 2, 'IN': 2, 'CD': 2, 'WP': 1, 'VBZ': 1, 'NNS': 1, '.': 1})",1,9,5,marks,1,"{'550': 8.595638629866983, 'neet': 7.3428756613716155, 'rank': 7.091561233090709}",1876,"Counter({'PRP$': 2, 'NN': 2, 'IN': 2, 'CD': 2, 'WP': 1, 'MD': 1, 'VB': 1, 'NNS': 1, 'VBZ': 1, '.': 1})",1,13,5,my,1,"{'391': 8.595638629866983, 'neet': 7.3428756613716155, 'rank': 7.091561233090709}",4,0,0,0,0.11085319519042969,0,6,4,0
941,1877,1878,Is the dynamic/flexi-pricing harsh on middle class people?,SEO or SMO which help to get more business?,0,1877,"Counter({'JJ': 2, 'NN': 2, 'VBZ': 1, 'DT': 1, 'IN': 1, 'NNS': 1, '.': 1})",0,10,13,middle,0,"{'dynamic': 8.190173521758819, 'flexi-pricing': 8.595638629866983, 'harsh': 8.595638629866983}",1878,"Counter({'NN': 4, 'CC': 1, 'WDT': 1, 'TO': 1, 'VB': 1, 'JJR': 1, '.': 1})",0,9,8,seo,1,"{'business': 6.293053536872938, 'seo': 6.803879160638928, 'smo': 8.595638629866983}",1,0,5,1,-0.03652273118495941,8,0,0,0
942,1879,1880,Can I overdraft my Wells Fargo account?,What is Wells Fargo's overdraft policy?,0,1879,"Counter({'MD': 2, 'VB': 1, 'PRP$': 1, 'NNS': 1, 'VBP': 1, 'NN': 1, '.': 1})",0,7,9,overdraft,0,"{'fargo': 8.595638629866983, 'overdraft': 8.190173521758819, 'wells': 8.190173521758819}",1880,"Counter({'NN': 3, 'WP': 1, 'VBZ': 1, 'JJ': 1, 'POS': 1, '.': 1})",0,6,9,overdraft,1,"{""fargo's"": 8.595638629866983, 'overdraft': 8.190173521758819, 'wells': 8.190173521758819}",1,0,0,1,1.0,8,2,2,0
943,1881,1882,What are some new marketing techniques for language schools?,What are marketing techniques for language schools?,1,1881,"Counter({'NN': 2, 'NNS': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,9,10,Visit_www.gelending.com_clnews,1,"{'marketing': 7.209344268747093, 'schools': 7.209344268747093, 'techniques': 7.6793478979928285}",1882,"Counter({'NNS': 2, 'WDT': 1, 'VBP': 1, 'VBG': 1, 'IN': 1, 'NN': 1, '.': 1})",0,7,10,techniques,1,"{'marketing': 7.209344268747093, 'schools': 7.209344268747093, 'techniques': 7.6793478979928285}",2,0,0,0,0.35618460178375244,3,7,5,0
944,1883,1884,How much do olympic gold medalists earn?,How much does an Olympic gold medalist earn in China?,0,1883,"Counter({'VBP': 2, 'WRB': 1, 'JJ': 1, 'RB': 1, 'NN': 1, 'NNS': 1, '.': 1})",0,7,9,medalists,1,"{'gold': 6.803879160638928, 'medalists': 8.595638629866983, 'olympic': 7.902491449307038}",1884,"Counter({'NN': 5, 'WRB': 1, 'RB': 1, 'VBZ': 1, 'DT': 1, 'IN': 1, '.': 1})",0,10,8,Oludamola_stripped,1,"{'gold': 6.803879160638928, 'medalist': 8.595638629866983, 'olympic': 7.902491449307038}",3,0,1,0,0.4490126073360443,8,3,3,0
945,1885,1886,What are the easy ways to earn money online?,How can I earn money on internet?,1,1885,"Counter({'NN': 2, 'WDT': 1, 'VBP': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, 'TO': 1, 'VB': 1, '.': 1})",0,9,6,money,1,"{'earn': 6.398414052530764, 'easy': 6.890890537628558, 'ways': 5.705266871970818}",1886,"Counter({'NN': 2, 'WRB': 1, 'MD': 1, 'VB': 1, 'JJ': 1, 'IN': 1, '.': 1})",0,7,8,can,1,"{'earn': 6.398414052530764, 'internet': 6.455572466370713, 'money': 5.417584799519037}",2,0,2,0,0.20056737959384918,5,2,2,0
946,1887,1888,What is reactance in a capacitor?,What is the reason behind the reactance of a capacitor?,1,1887,"Counter({'NN': 2, 'WP': 1, 'VBZ': 1, 'IN': 1, 'DT': 1, '.': 1})",0,6,9,capacitor,1,"{'?': 1.0007542426504639, 'capacitor': 8.190173521758819, 'reactance': 8.190173521758819}",1888,"Counter({'DT': 3, 'NN': 3, 'IN': 2, 'WP': 1, 'VBZ': 1, '.': 1})",0,10,9,capacitor,1,"{'capacitor': 8.190173521758819, 'reactance': 8.190173521758819, 'reason': 6.64972848081167}",4,0,0,0,1.0,4,5,3,0
947,1889,1890,Is it true that the cost of living in SV and the Bay Area is so high that new grads making 150k+ have a hard time finding affordable housing?,Does Amazon.com reduce the cost of living in high-cost-of-living areas like Silicon Valley?,0,1889,"Counter({'JJ': 6, 'NN': 6, 'IN': 4, 'DT': 3, 'VBZ': 2, 'VBG': 2, 'PRP': 1, 'CC': 1, 'RB': 1, 'NNS': 1, 'CD': 1, 'VBP': 1, '.': 1})",0,30,10,%_#F########_9v.jsn,0,"{'150k': 8.595638629866983, 'housing': 8.595638629866983, 'sv': 8.595638629866983}",1890,"Counter({'NN': 4, 'IN': 3, 'VB': 2, 'VBZ': 1, 'DT': 1, 'JJ': 1, 'NNS': 1, '.': 1})",0,13,19,CONTRACTS_AWARDED,0,"{'amazon.com': 8.595638629866983, 'high-cost-of-living': 8.595638629866983, 'silicon': 8.595638629866983}",17,0,9,0,0.6815295219421387,18,5,2,0
948,1891,1892,What's the best school in the world?,What are the best schools in the world to study cinema?,0,1891,"Counter({'DT': 2, 'NN': 2, 'WP': 1, 'VBZ': 1, 'JJS': 1, 'IN': 1, '.': 1})",0,7,6,what's,0,"{'school': 6.5807356093247185, ""what's"": 5.069278105250822, 'world': 5.161651425381837}",1892,"Counter({'DT': 2, 'NN': 2, 'WDT': 1, 'VBP': 1, 'JJS': 1, 'NNS': 1, 'IN': 1, 'TO': 1, 'VB': 1, '.': 1})",0,11,7,BY_ANDY_THOMPSON,1,"{'cinema': 8.190173521758819, 'schools': 7.209344268747093, 'study': 6.153291594497779}",4,0,1,1,0.19003401696681976,2,3,1,0
